Order_ID,Customer_ID,Order_Date,Product,Category,Region,Sales_Channel,Quantity,Unit_Price,Discount_Pct,Promotion_Flag,Sales,Year,Month,Month_Name,Week,Day_Name
ORD000037,CUST03301,2023-01-04,Running Shoes,Fashion,West,Online,13,3203.06,15.0,0,35393.81,2023,1,Jan,1,Wednesday
ORD000036,CUST04089,2023-01-04,Winter Jacket,Fashion,South,Online,13,5360.66,0.0,1,69688.58,2023,1,Jan,1,Wednesday
ORD000035,CUST03790,2023-01-04,Winter Jacket,Fashion,Central,Store,7,4978.02,5.0,1,33103.83,2023,1,Jan,1,Wednesday
ORD000034,CUST04349,2023-01-04,Water Bottle,Home & Kitchen,West,Online,25,739.41,15.0,1,15712.46,2023,1,Jan,1,Wednesday
ORD000033,CUST02188,2023-01-04,Air Fryer,Home & Kitchen,Central,Marketplace,3,7800.72,0.0,1,23402.16,2023,1,Jan,1,Wednesday
ORD000031,CUST02748,2023-01-04,Air Fryer,Home & Kitchen,West,Online,17,6061.2,20.0,0,82432.32,2023,1,Jan,1,Wednesday
ORD000025,CUST02388,2023-01-04,Coffee Maker,Home & Kitchen,West,Marketplace,10,6402.61,0.0,0,64026.1,2023,1,Jan,1,Wednesday
ORD000029,CUST04091,2023-01-04,Office Chair,Furniture,East,Marketplace,6,7780.25,10.0,0,42013.35,2023,1,Jan,1,Wednesday
ORD000028,CUST04387,2023-01-04,Wireless Headphones,Electronics,West,Online,19,4369.41,5.0,1,78867.85,2023,1,Jan,1,Wednesday
ORD000027,CUST02621,2023-01-04,LED Bulb Pack,Home & Kitchen,East,Online,16,533.02,15.0,0,7249.07,2023,1,Jan,1,Wednesday
ORD000026,CUST02098,2023-01-04,Backpack,Fashion,East,Store,15,1832.47,0.0,1,27487.05,2023,1,Jan,1,Wednesday
ORD000024,CUST04509,2023-01-04,Smartphone X,Electronics,North,Online,10,41300.09,0.0,0,413000.9,2023,1,Jan,1,Wednesday
ORD000023,CUST02954,2023-01-04,Office Chair,Furniture,East,Marketplace,9,8243.44,0.0,0,74190.96,2023,1,Jan,1,Wednesday
ORD000030,CUST04446,2023-01-04,Water Bottle,Home & Kitchen,North,Store,14,773.87,15.0,1,9209.05,2023,1,Jan,1,Wednesday
ORD000052,CUST04247,2023-01-05,LED Bulb Pack,Home & Kitchen,West,Online,20,572.72,10.0,0,10308.96,2023,1,Jan,1,Thursday
ORD000053,CUST04972,2023-01-05,Backpack,Fashion,North,Online,27,1654.55,10.0,0,40205.56,2023,1,Jan,1,Thursday
ORD000054,CUST02665,2023-01-05,Office Chair,Furniture,East,Marketplace,8,8430.8,0.0,0,67446.4,2023,1,Jan,1,Thursday
ORD000055,CUST04155,2023-01-05,Wireless Headphones,Electronics,East,Store,10,4562.32,0.0,0,45623.2,2023,1,Jan,1,Thursday
ORD000056,CUST01405,2023-01-05,LED Bulb Pack,Home & Kitchen,East,Online,11,567.59,10.0,0,5619.14,2023,1,Jan,1,Thursday
ORD000059,CUST03383,2023-01-05,Coffee Maker,Home & Kitchen,North,Online,14,5000.82,20.0,0,56009.18,2023,1,Jan,1,Thursday
ORD000058,CUST04913,2023-01-05,Running Shoes,Fashion,North,Online,11,2925.85,20.0,0,25747.48,2023,1,Jan,1,Thursday
ORD000060,CUST01525,2023-01-05,Wireless Headphones,Electronics,East,Marketplace,8,4533.12,0.0,0,36264.96,2023,1,Jan,1,Thursday
ORD000061,CUST01521,2023-01-05,Wireless Headphones,Electronics,South,Online,20,4654.09,0.0,1,93081.8,2023,1,Jan,1,Thursday
ORD000051,CUST04899,2023-01-05,Smartphone X,Electronics,East,Online,18,35114.63,15.0,1,537253.84,2023,1,Jan,1,Thursday
ORD000057,CUST02742,2023-01-05,LED Bulb Pack,Home & Kitchen,North,Marketplace,27,627.71,5.0,1,16100.76,2023,1,Jan,1,Thursday
ORD000050,CUST02779,2023-01-05,Winter Jacket,Fashion,North,Store,10,5338.75,0.0,0,53387.5,2023,1,Jan,1,Thursday
ORD000046,CUST04969,2023-01-05,Air Fryer,Home & Kitchen,West,Store,12,6967.82,10.0,1,75252.46,2023,1,Jan,1,Thursday
ORD000048,CUST02465,2023-01-05,Running Shoes,Fashion,Central,Marketplace,12,3113.84,15.0,1,31761.17,2023,1,Jan,1,Thursday
ORD000038,CUST03135,2023-01-05,LED Bulb Pack,Home & Kitchen,North,Marketplace,16,604.53,5.0,1,9188.86,2023,1,Jan,1,Thursday
ORD000049,CUST03937,2023-01-05,Coffee Maker,Home & Kitchen,East,Online,17,6071.88,5.0,0,98060.86,2023,1,Jan,1,Thursday
ORD000040,CUST04521,2023-01-05,Backpack,Fashion,North,Online,19,1599.65,10.0,0,27354.02,2023,1,Jan,1,Thursday
ORD000041,CUST02694,2023-01-05,Backpack,Fashion,North,Store,24,1664.21,5.0,0,37943.99,2023,1,Jan,1,Thursday
ORD000042,CUST04796,2023-01-05,Smartphone X,Electronics,South,Store,5,38540.13,5.0,0,183065.62,2023,1,Jan,1,Thursday
ORD000039,CUST03879,2023-01-05,Backpack,Fashion,East,Online,25,1658.66,5.0,1,39393.17,2023,1,Jan,1,Thursday
ORD000044,CUST01330,2023-01-05,Winter Jacket,Fashion,Central,Online,8,4794.09,5.0,0,36435.08,2023,1,Jan,1,Thursday
ORD000045,CUST04236,2023-01-05,Water Bottle,Home & Kitchen,East,Online,20,886.58,0.0,0,17731.6,2023,1,Jan,1,Thursday
ORD000047,CUST01080,2023-01-05,Running Shoes,Fashion,West,Store,14,3103.26,15.0,0,36928.79,2023,1,Jan,1,Thursday
ORD000043,CUST01637,2023-01-05,Backpack,Fashion,South,Online,17,1738.43,5.0,0,28075.64,2023,1,Jan,1,Thursday
ORD000078,CUST03209,2023-01-06,Backpack,Fashion,North,Marketplace,16,1650.94,10.0,0,23773.54,2023,1,Jan,1,Friday
ORD000077,CUST04394,2023-01-06,Winter Jacket,Fashion,West,Online,14,4544.62,10.0,1,57262.21,2023,1,Jan,1,Friday
ORD000076,CUST04235,2023-01-06,Wireless Headphones,Electronics,Central,Store,18,4644.36,0.0,0,83598.48,2023,1,Jan,1,Friday
ORD000075,CUST02066,2023-01-06,Standing Desk,Furniture,West,Online,14,17481.76,5.0,0,232507.41,2023,1,Jan,1,Friday
ORD000074,CUST02906,2023-01-06,Wireless Headphones,Electronics,East,Online,15,3940.65,10.0,0,53198.78,2023,1,Jan,1,Friday
ORD000073,CUST03576,2023-01-06,LED Bulb Pack,Home & Kitchen,Central,Online,27,577.31,10.0,0,14028.63,2023,1,Jan,1,Friday
ORD000072,CUST04683,2023-01-06,Water Bottle,Home & Kitchen,South,Marketplace,15,803.13,10.0,0,10842.26,2023,1,Jan,1,Friday
ORD000070,CUST03195,2023-01-06,Air Fryer,Home & Kitchen,North,Online,11,7349.67,5.0,0,76804.05,2023,1,Jan,1,Friday
ORD000071,CUST04654,2023-01-06,Office Chair,Furniture,East,Online,15,7970.72,5.0,0,113582.76,2023,1,Jan,1,Friday
ORD000068,CUST03938,2023-01-06,Water Bottle,Home & Kitchen,West,Marketplace,17,896.42,0.0,0,15239.14,2023,1,Jan,1,Friday
ORD000067,CUST03213,2023-01-06,Laptop Pro 14,Electronics,Central,Online,4,87662.24,0.0,0,350648.96,2023,1,Jan,1,Friday
ORD000066,CUST04194,2023-01-06,Air Fryer,Home & Kitchen,East,Online,13,7665.21,5.0,1,94665.34,2023,1,Jan,1,Friday
ORD000065,CUST04403,2023-01-06,Backpack,Fashion,South,Online,14,1695.1,5.0,0,22544.83,2023,1,Jan,1,Friday
ORD000064,CUST04006,2023-01-06,Water Bottle,Home & Kitchen,East,Online,18,929.44,0.0,0,16729.92,2023,1,Jan,1,Friday
ORD000063,CUST04053,2023-01-06,Standing Desk,Furniture,East,Store,8,17723.56,0.0,0,141788.48,2023,1,Jan,1,Friday
ORD000062,CUST04282,2023-01-06,Coffee Maker,Home & Kitchen,West,Online,10,6340.9,0.0,0,63409.0,2023,1,Jan,1,Friday
ORD000069,CUST01383,2023-01-06,Winter Jacket,Fashion,North,Store,10,4468.53,15.0,0,37982.5,2023,1,Jan,1,Friday
ORD000087,CUST02872,2023-01-07,Running Shoes,Fashion,East,Online,12,3737.69,0.0,0,44852.28,2023,1,Jan,1,Saturday
ORD000086,CUST01838,2023-01-07,Winter Jacket,Fashion,West,Store,22,5093.02,5.0,1,106444.12,2023,1,Jan,1,Saturday
ORD000085,CUST01755,2023-01-07,Running Shoes,Fashion,East,Marketplace,8,3710.88,0.0,0,29687.04,2023,1,Jan,1,Saturday
ORD000084,CUST03125,2023-01-07,Air Fryer,Home & Kitchen,North,Store,13,7940.59,0.0,0,103227.67,2023,1,Jan,1,Saturday
ORD000081,CUST04511,2023-01-07,Office Chair,Furniture,East,Marketplace,10,8295.49,0.0,0,82954.9,2023,1,Jan,1,Saturday
ORD000082,CUST03390,2023-01-07,Winter Jacket,Fashion,North,Online,8,5137.91,0.0,0,41103.28,2023,1,Jan,1,Saturday
ORD000080,CUST04358,2023-01-07,Office Chair,Furniture,East,Online,21,8303.75,0.0,0,174378.75,2023,1,Jan,1,Saturday
ORD000079,CUST03352,2023-01-07,Smartphone X,Electronics,North,Online,11,38398.39,5.0,1,401263.18,2023,1,Jan,1,Saturday
ORD000083,CUST04876,2023-01-07,Winter Jacket,Fashion,East,Store,10,4319.96,15.0,1,36719.66,2023,1,Jan,1,Saturday
ORD000094,CUST03300,2023-01-08,Water Bottle,Home & Kitchen,East,Store,19,874.59,0.0,1,16617.21,2023,1,Jan,1,Sunday
ORD000096,CUST04449,2023-01-08,Standing Desk,Furniture,Central,Online,7,17828.18,0.0,0,124797.26,2023,1,Jan,1,Sunday
ORD000095,CUST01564,2023-01-08,Running Shoes,Fashion,Central,Online,18,3888.84,0.0,0,69999.12,2023,1,Jan,1,Sunday
ORD000093,CUST04219,2023-01-08,Coffee Maker,Home & Kitchen,Central,Marketplace,11,5809.72,10.0,0,57516.23,2023,1,Jan,1,Sunday
ORD000089,CUST01928,2023-01-08,LED Bulb Pack,Home & Kitchen,East,Online,21,642.03,0.0,1,13482.63,2023,1,Jan,1,Sunday
ORD000091,CUST02305,2023-01-08,Backpack,Fashion,East,Store,11,1629.24,10.0,0,16129.48,2023,1,Jan,1,Sunday
ORD000090,CUST02510,2023-01-08,Smartphone X,Electronics,South,Online,8,39234.55,10.0,0,282488.76,2023,1,Jan,1,Sunday
ORD000092,CUST01455,2023-01-08,Running Shoes,Fashion,East,Online,17,3749.02,0.0,0,63733.34,2023,1,Jan,1,Sunday
ORD000088,CUST03916,2023-01-08,Office Chair,Furniture,West,Online,14,7005.8,15.0,0,83369.02,2023,1,Jan,1,Sunday
ORD000111,CUST02304,2023-01-09,LED Bulb Pack,Home & Kitchen,West,Marketplace,23,643.78,0.0,0,14806.94,2023,1,Jan,2,Monday
ORD000110,CUST01431,2023-01-09,Backpack,Fashion,West,Store,15,1830.95,0.0,0,27464.25,2023,1,Jan,2,Monday
ORD000109,CUST03759,2023-01-09,Standing Desk,Furniture,South,Online,8,16061.54,10.0,0,115643.09,2023,1,Jan,2,Monday
ORD000108,CUST02610,2023-01-09,Smartphone X,Electronics,South,Online,5,41956.21,0.0,0,209781.05,2023,1,Jan,2,Monday
ORD000107,CUST04033,2023-01-09,Smartphone X,Electronics,Central,Store,7,41454.05,5.0,0,275669.43,2023,1,Jan,2,Monday
ORD000106,CUST03501,2023-01-09,Wireless Headphones,Electronics,South,Marketplace,13,4326.6,0.0,0,56245.8,2023,1,Jan,2,Monday
ORD000105,CUST01323,2023-01-09,Backpack,Fashion,West,Store,21,1828.41,0.0,0,38396.61,2023,1,Jan,2,Monday
ORD000104,CUST04443,2023-01-09,Standing Desk,Furniture,North,Store,6,16761.03,10.0,0,90509.56,2023,1,Jan,2,Monday
ORD000103,CUST03750,2023-01-09,Winter Jacket,Fashion,South,Marketplace,4,5198.62,0.0,0,20794.48,2023,1,Jan,2,Monday
ORD000102,CUST03136,2023-01-09,LED Bulb Pack,Home & Kitchen,North,Store,18,622.97,5.0,0,10652.79,2023,1,Jan,2,Monday
ORD000101,CUST02658,2023-01-09,Running Shoes,Fashion,East,Marketplace,9,3140.29,15.0,0,24023.22,2023,1,Jan,2,Monday
ORD000100,CUST04090,2023-01-09,Standing Desk,Furniture,South,Store,6,17945.2,0.0,0,107671.2,2023,1,Jan,2,Monday
ORD000099,CUST03230,2023-01-09,Coffee Maker,Home & Kitchen,West,Online,16,6182.28,5.0,0,93970.66,2023,1,Jan,2,Monday
ORD000098,CUST03413,2023-01-09,Winter Jacket,Fashion,East,Online,7,4782.47,5.0,0,31803.43,2023,1,Jan,2,Monday
ORD000097,CUST01734,2023-01-09,LED Bulb Pack,Home & Kitchen,North,Online,25,632.04,0.0,0,15801.0,2023,1,Jan,2,Monday
ORD000122,CUST04734,2023-01-10,Air Fryer,Home & Kitchen,South,Online,11,6564.07,15.0,0,61374.05,2023,1,Jan,2,Tuesday
ORD000121,CUST02060,2023-01-10,Coffee Maker,Home & Kitchen,West,Online,26,6287.3,0.0,1,163469.8,2023,1,Jan,2,Tuesday
ORD000120,CUST01329,2023-01-10,Wireless Headphones,Electronics,West,Online,21,4655.88,0.0,0,97773.48,2023,1,Jan,2,Tuesday
ORD000119,CUST03450,2023-01-10,Air Fryer,Home & Kitchen,West,Store,12,7550.73,5.0,0,86078.32,2023,1,Jan,2,Tuesday
ORD000118,CUST04982,2023-01-10,Coffee Maker,Home & Kitchen,West,Marketplace,10,5633.5,10.0,0,50701.5,2023,1,Jan,2,Tuesday
ORD000112,CUST02175,2023-01-10,Smartphone X,Electronics,North,Store,5,39793.45,5.0,0,189018.89,2023,1,Jan,2,Tuesday
ORD000116,CUST04640,2023-01-10,Winter Jacket,Fashion,West,Store,8,5086.77,0.0,0,40694.16,2023,1,Jan,2,Tuesday
ORD000115,CUST01543,2023-01-10,Air Fryer,Home & Kitchen,Central,Online,9,7682.19,0.0,0,69139.71,2023,1,Jan,2,Tuesday
ORD000114,CUST01152,2023-01-10,Office Chair,Furniture,North,Store,13,7829.77,10.0,1,91608.31,2023,1,Jan,2,Tuesday
ORD000113,CUST04071,2023-01-10,Backpack,Fashion,West,Marketplace,18,1555.19,15.0,0,23794.41,2023,1,Jan,2,Tuesday
ORD000117,CUST04218,2023-01-10,Laptop Pro 14,Electronics,East,Store,5,81130.91,5.0,0,385371.82,2023,1,Jan,2,Tuesday
ORD000133,CUST01143,2023-01-11,Winter Jacket,Fashion,North,Online,12,5170.44,0.0,0,62045.28,2023,1,Jan,2,Wednesday
ORD000140,CUST03198,2023-01-11,Air Fryer,Home & Kitchen,North,Store,8,8035.85,0.0,0,64286.8,2023,1,Jan,2,Wednesday
ORD000139,CUST04069,2023-01-11,Coffee Maker,Home & Kitchen,East,Online,11,5672.44,10.0,1,56157.16,2023,1,Jan,2,Wednesday
ORD000138,CUST04410,2023-01-11,Water Bottle,Home & Kitchen,South,Marketplace,19,838.81,10.0,1,14343.65,2023,1,Jan,2,Wednesday
ORD000137,CUST02396,2023-01-11,Winter Jacket,Fashion,Central,Online,9,4899.98,5.0,0,41894.83,2023,1,Jan,2,Wednesday
ORD000136,CUST04986,2023-01-11,LED Bulb Pack,Home & Kitchen,North,Online,23,574.87,10.0,0,11899.81,2023,1,Jan,2,Wednesday
ORD000141,CUST04469,2023-01-11,Backpack,Fashion,East,Marketplace,9,1725.65,5.0,0,14754.31,2023,1,Jan,2,Wednesday
ORD000134,CUST04633,2023-01-11,Winter Jacket,Fashion,East,Online,7,4279.46,15.0,0,25462.79,2023,1,Jan,2,Wednesday
ORD000132,CUST01718,2023-01-11,Laptop Pro 14,Electronics,Central,Online,3,78574.93,10.0,0,212152.31,2023,1,Jan,2,Wednesday
ORD000135,CUST01066,2023-01-11,Water Bottle,Home & Kitchen,South,Online,16,909.45,0.0,0,14551.2,2023,1,Jan,2,Wednesday
ORD000130,CUST03618,2023-01-11,Air Fryer,Home & Kitchen,East,Store,9,6831.32,15.0,0,52259.6,2023,1,Jan,2,Wednesday
ORD000129,CUST01737,2023-01-11,Water Bottle,Home & Kitchen,South,Marketplace,20,854.75,5.0,0,16240.25,2023,1,Jan,2,Wednesday
ORD000128,CUST03283,2023-01-11,Water Bottle,Home & Kitchen,North,Online,24,769.25,15.0,0,15692.7,2023,1,Jan,2,Wednesday
ORD000127,CUST02336,2023-01-11,Running Shoes,Fashion,South,Marketplace,16,3941.74,0.0,0,63067.84,2023,1,Jan,2,Wednesday
ORD000126,CUST01207,2023-01-11,Backpack,Fashion,North,Store,9,1727.7,5.0,0,14771.84,2023,1,Jan,2,Wednesday
ORD000125,CUST01737,2023-01-11,Standing Desk,Furniture,North,Online,8,17723.35,0.0,0,141786.8,2023,1,Jan,2,Wednesday
ORD000124,CUST04159,2023-01-11,Smartphone X,Electronics,North,Online,8,35093.69,15.0,0,238637.09,2023,1,Jan,2,Wednesday
ORD000123,CUST01079,2023-01-11,Winter Jacket,Fashion,West,Online,7,5253.47,0.0,0,36774.29,2023,1,Jan,2,Wednesday
ORD000131,CUST01408,2023-01-11,Smartphone X,Electronics,South,Online,7,37838.57,10.0,1,238382.99,2023,1,Jan,2,Wednesday
ORD000154,CUST03298,2023-01-12,Coffee Maker,Home & Kitchen,West,Marketplace,9,5616.49,15.0,0,42966.15,2023,1,Jan,2,Thursday
ORD000153,CUST02555,2023-01-12,Backpack,Fashion,Central,Marketplace,17,1869.22,0.0,0,31776.74,2023,1,Jan,2,Thursday
ORD000152,CUST04612,2023-01-12,Laptop Pro 14,Electronics,South,Store,7,83896.06,0.0,0,587272.42,2023,1,Jan,2,Thursday
ORD000151,CUST02133,2023-01-12,Wireless Headphones,Electronics,West,Store,11,4582.9,0.0,0,50411.9,2023,1,Jan,2,Thursday
ORD000150,CUST01226,2023-01-12,Backpack,Fashion,Central,Store,22,1741.34,5.0,1,36394.01,2023,1,Jan,2,Thursday
ORD000149,CUST02509,2023-01-12,Running Shoes,Fashion,West,Marketplace,14,3717.54,5.0,0,49443.28,2023,1,Jan,2,Thursday
ORD000145,CUST04159,2023-01-12,Running Shoes,Fashion,West,Store,12,3156.86,20.0,0,30305.86,2023,1,Jan,2,Thursday
ORD000147,CUST01221,2023-01-12,Backpack,Fashion,West,Marketplace,18,1742.36,0.0,1,31362.48,2023,1,Jan,2,Thursday
ORD000146,CUST04507,2023-01-12,Smartphone X,Electronics,Central,Online,13,38865.44,5.0,1,479988.18,2023,1,Jan,2,Thursday
ORD000144,CUST04202,2023-01-12,Running Shoes,Fashion,South,Store,18,3881.69,0.0,0,69870.42,2023,1,Jan,2,Thursday
ORD000143,CUST01641,2023-01-12,Air Fryer,Home & Kitchen,North,Online,10,7848.05,0.0,0,78480.5,2023,1,Jan,2,Thursday
ORD000142,CUST03759,2023-01-12,Air Fryer,Home & Kitchen,East,Online,10,6944.62,10.0,0,62501.58,2023,1,Jan,2,Thursday
ORD000148,CUST01752,2023-01-12,Smartphone X,Electronics,South,Online,10,38741.22,5.0,0,368041.59,2023,1,Jan,2,Thursday
ORD000160,CUST03554,2023-01-13,Water Bottle,Home & Kitchen,East,Online,22,798.47,10.0,0,15809.71,2023,1,Jan,2,Friday
ORD000161,CUST04501,2023-01-13,LED Bulb Pack,Home & Kitchen,East,Online,14,553.06,15.0,0,6581.41,2023,1,Jan,2,Friday
ORD000159,CUST04588,2023-01-13,Smartphone X,Electronics,North,Store,5,38720.47,10.0,0,174242.12,2023,1,Jan,2,Friday
ORD000155,CUST02942,2023-01-13,Winter Jacket,Fashion,North,Online,14,4189.28,20.0,0,46919.94,2023,1,Jan,2,Friday
ORD000157,CUST01558,2023-01-13,Standing Desk,Furniture,North,Marketplace,6,17390.08,0.0,0,104340.48,2023,1,Jan,2,Friday
ORD000156,CUST02839,2023-01-13,Running Shoes,Fashion,West,Online,22,3299.13,15.0,0,61693.73,2023,1,Jan,2,Friday
ORD000158,CUST03167,2023-01-13,Air Fryer,Home & Kitchen,East,Online,17,7090.04,10.0,0,108477.61,2023,1,Jan,2,Friday
ORD000171,CUST01229,2023-01-14,Running Shoes,Fashion,North,Marketplace,14,3355.26,10.0,0,42276.28,2023,1,Jan,2,Saturday
ORD000170,CUST01069,2023-01-14,Wireless Headphones,Electronics,East,Online,20,4437.44,5.0,0,84311.36,2023,1,Jan,2,Saturday
ORD000169,CUST01068,2023-01-14,Backpack,Fashion,South,Online,25,1697.79,5.0,0,40322.51,2023,1,Jan,2,Saturday
ORD000167,CUST03965,2023-01-14,Wireless Headphones,Electronics,North,Online,17,4462.23,0.0,1,75857.91,2023,1,Jan,2,Saturday
ORD000168,CUST02859,2023-01-14,Wireless Headphones,Electronics,Central,Marketplace,13,4374.07,5.0,0,54019.76,2023,1,Jan,2,Saturday
ORD000165,CUST03868,2023-01-14,Running Shoes,Fashion,West,Online,19,3704.19,0.0,1,70379.61,2023,1,Jan,2,Saturday
ORD000164,CUST03946,2023-01-14,Office Chair,Furniture,East,Online,12,7311.98,15.0,0,74582.2,2023,1,Jan,2,Saturday
ORD000163,CUST04343,2023-01-14,Standing Desk,Furniture,South,Online,15,16380.46,10.0,0,221136.21,2023,1,Jan,2,Saturday
ORD000162,CUST02000,2023-01-14,Air Fryer,Home & Kitchen,North,Marketplace,13,7570.3,5.0,1,93493.2,2023,1,Jan,2,Saturday
ORD000166,CUST01221,2023-01-14,Coffee Maker,Home & Kitchen,North,Online,17,6631.31,0.0,0,112732.27,2023,1,Jan,2,Saturday
ORD000179,CUST01066,2023-01-15,Smartphone X,Electronics,West,Online,8,41179.57,5.0,0,312964.73,2023,1,Jan,2,Sunday
ORD000184,CUST04540,2023-01-15,Winter Jacket,Fashion,Central,Online,12,5172.27,0.0,0,62067.24,2023,1,Jan,2,Sunday
ORD000182,CUST01899,2023-01-15,Standing Desk,Furniture,North,Marketplace,6,18400.8,0.0,0,110404.8,2023,1,Jan,2,Sunday
ORD000181,CUST04573,2023-01-15,Office Chair,Furniture,North,Online,14,8366.95,0.0,0,117137.3,2023,1,Jan,2,Sunday
ORD000180,CUST01848,2023-01-15,Standing Desk,Furniture,East,Online,12,15428.67,15.0,0,157372.43,2023,1,Jan,2,Sunday
ORD000178,CUST02568,2023-01-15,Air Fryer,Home & Kitchen,Central,Store,12,6306.69,20.0,0,60544.22,2023,1,Jan,2,Sunday
ORD000183,CUST01537,2023-01-15,Running Shoes,Fashion,North,Marketplace,16,3724.7,0.0,0,59595.2,2023,1,Jan,2,Sunday
ORD000176,CUST02855,2023-01-15,Standing Desk,Furniture,Central,Store,6,15257.65,15.0,0,77814.02,2023,1,Jan,2,Sunday
ORD000175,CUST03743,2023-01-15,Winter Jacket,Fashion,North,Marketplace,11,5275.8,0.0,0,58033.8,2023,1,Jan,2,Sunday
ORD000174,CUST02100,2023-01-15,Running Shoes,Fashion,Central,Online,21,3815.04,0.0,0,80115.84,2023,1,Jan,2,Sunday
ORD000173,CUST03004,2023-01-15,LED Bulb Pack,Home & Kitchen,South,Store,26,668.17,0.0,0,17372.42,2023,1,Jan,2,Sunday
ORD000177,CUST02120,2023-01-15,Smartphone X,Electronics,North,Store,9,38830.96,5.0,0,332004.71,2023,1,Jan,2,Sunday
ORD000172,CUST01205,2023-01-15,Coffee Maker,Home & Kitchen,South,Marketplace,9,6552.45,0.0,0,58972.05,2023,1,Jan,2,Sunday
ORD000201,CUST01910,2023-01-16,Standing Desk,Furniture,North,Store,10,17969.08,0.0,0,179690.8,2023,1,Jan,3,Monday
ORD000200,CUST04442,2023-01-16,LED Bulb Pack,Home & Kitchen,West,Marketplace,25,655.75,0.0,0,16393.75,2023,1,Jan,3,Monday
ORD000199,CUST02915,2023-01-16,Coffee Maker,Home & Kitchen,West,Marketplace,7,5616.57,15.0,0,33418.59,2023,1,Jan,3,Monday
ORD000198,CUST02326,2023-01-16,Wireless Headphones,Electronics,Central,Marketplace,11,4414.62,0.0,0,48560.82,2023,1,Jan,3,Monday
ORD000197,CUST01191,2023-01-16,Office Chair,Furniture,South,Online,8,8832.24,0.0,0,70657.92,2023,1,Jan,3,Monday
ORD000196,CUST04948,2023-01-16,Backpack,Fashion,West,Marketplace,16,1749.6,5.0,0,26593.92,2023,1,Jan,3,Monday
